address,city,zip,Residence_Addresses_Latitude,Residence_Addresses_Longitude,id
262 to 270A Norfolk AVE Roxbury 02119,Roxbury,2119,,,7382
4325 Washington ST Roslindale 02131,Roslindale,2131,42.283988,-71.13113,7383
50 Park PZ Boston 02116,Boston,2116,,,7384
31 Hannon ST Dorchester 02124,Dorchester,2124,,,7385
80 Everett ST East Boston 02128,East Boston,2128,42.367688,-71.034605,7386
5 to 7 Brookvale ST Dorchester 02124,Dorchester,2124,42.27912,-71.06563,7387
112 Pinckney ST Boston 02114,Boston,2114,42.35862,-71.07199,7388
112 Pinckney ST Boston 02114,Boston,2114,42.35862,-71.07199,7389
298 Corey ST West Roxbury 02132,West Roxbury,2132,42.29257,-71.16201,7390
2 Brigham ST East Boston 02128,East Boston,2128,42.36515,-71.03461,7391
349R K ST South Boston 02127,South Boston,2127,,,7392
554 Park ST Dorchester 02124,Dorchester,2124,42.29469,-71.07574,7393
53R to 55R Minot ST Dorchester 02122,Dorchester,2122,,,7394
79 Clayton ST Dorchester 02122,Dorchester,2122,42.297606,-71.057936,7395
362 W Fourth ST South Boston 02127,South Boston,2127,,,7396
240 Orient AVE East Boston 02128,East Boston,2128,42.391257,-71.010149,7397
131 Gardner ST West Roxbury 02132,West Roxbury,2132,,,7398
1411 to 1413 Dorchester AVE Dorchester 02122,Dorchester,2122,42.302946,-71.059677,7399
1435 to 1437 Tremont ST Mission Hill 02120,Mission Hill,2120,42.331946,-71.096693,7400
643 to 643A Tremont ST Boston 02118,Boston,2118,,,7401
82 Hampden ST Roxbury 02119,Roxbury,2119,,,7402
9 Hansborough ST Dorchester 02124,Dorchester,2124,42.288165,-71.090858,7403
129 Gardner ST West Roxbury 02132,West Roxbury,2132,,,7404
332 to 340 Summer ST Boston 02210,Boston,2210,,,7405
6 Hartland ST Dorchester 02125,Dorchester,2125,42.31538,-71.05341,7406
795 to 799 Boylston ST Boston 02116,Boston,2116,,,7407
62 Bateman ST Roslindale 02131,Roslindale,2131,42.270523,-71.130187,7408
54 East ST Dorchester 02122,Dorchester,2122,42.307288,-71.061018,7409
225 DORCHESTER ST South Boston 02127,South Boston,2127,,,7410
665 E Sixth ST South Boston 02127,South Boston,2127,,,7411
56 East ST Dorchester 02122,Dorchester,2122,42.307276,-71.061173,7412
14 to 16 Miles ST Roxbury 02119,Roxbury,2119,,,7413
14 S Waverly ST Brighton 02135,Brighton,2135,42.360971,-71.145088,7414
434 Massachusetts AV Roxbury 02118,Roxbury,2118,,,7415
405 E Seventh ST South Boston 02127,South Boston,2127,,,7416
19 Oakdale ST Jamaica Plain 02130,Jamaica Plain,2130,42.311831,-71.107337,7417
19 Oakdale ST Jamaica Plain 02130,Jamaica Plain,2130,42.311831,-71.107337,7418
41 Oldfields RD Dorchester 02121,Dorchester,2121,42.307747,-71.078949,7419
2 Termine AVE Jamaica Plain 02130,Jamaica Plain,2130,,,7420
2 Termine AVE Jamaica Plain 02130,Jamaica Plain,2130,,,7421
148 W Newton ST Roxbury 02118,Roxbury,2118,,,7422
323 to 325 Fuller ST Dorchester 02124,Dorchester,2124,42.280151,-71.080616,7423
662 to 666 E Broadway South Boston 02127,South Boston,2127,,,7424
56 Baxter ST South Boston 02127,South Boston,2127,42.335802,-71.054026,7425
36 Oakcrest RD Mattapan 02126,Mattapan,2126,,,7426
100 Stuart ST Boston 02116,Boston,2116,,,7427
168 Minot ST Dorchester 02122,Dorchester,2122,42.283675,-71.05406,7428
172 Minot ST Dorchester 02122,Dorchester,2122,42.283652,-71.054201,7429
43 Union PARK Roxbury 02118,Roxbury,2118,,,7430
33 to 39 Ward St South Boston 02127,South Boston,2127,,,7431
36 Mallet ST Dorchester 02124,Dorchester,2124,42.29023,-71.05803,7432
183 H ST South Boston 02127,South Boston,2127,42.331553,-71.041595,7433
38 Auburn ST Charlestown 02129,Charlestown,2129,42.381628,-71.068928,7434
152 to 154 Brookside AVE Jamaica Plain 02130,Jamaica Plain,2130,,,7435
74 Moraine ST Jamaica Plain 02130,Jamaica Plain,2130,42.31968,-71.11531,7436
183 Cambridge ST Allston 02134,Allston,2134,,,7437
232 Old Colony AV South Boston 02127,South Boston,2127,42.332157,-71.053259,7438
333 to 345 W First ST South Boston 02127,South Boston,2127,,,7439
65 Sawyer AVE Dorchester 02125,Dorchester,2125,42.31239,-71.06111,7440
67 to 69 Sawyer AVE Dorchester 02125,Dorchester,2125,42.312458,-71.061283,7441
20 Moon ST Boston 02113,Boston,2113,42.364286,-71.05268,7442
108 Buttonwood ST Dorchester 02125,Dorchester,2125,42.322323,-71.056137,7443
15 Brainerd RD Allston 02134,Allston,2134,,,7444
104 to 106 Trenton ST East Boston 02128,East Boston,2128,,,7445
27 Wareham ST Roxbury 02118,Roxbury,2118,42.339521,-71.068291,7446
35 Hemman ST Roslindale 02131,Roslindale,2131,42.2776,-71.13156,7447
655 Boylston ST Boston 02116,Boston,2116,,,7448
366 to 366A W Broadway South Boston 02127,South Boston,2127,,,7449
651 to 653 Boylston ST Boston 02116,Boston,2116,42.35007,-71.07849,7450
175 Savannah AVE Mattapan 02126,Mattapan,2126,42.27299,-71.102057,7451
6 Kemble PL South Boston 02127,South Boston,2127,,,7452
172 to 182 Belgrade AVE Roslindale 02131,Roslindale,2131,,,7453
22 to 24 Marine RD South Boston 02127,South Boston,2127,42.33084,-71.03851,7454
1246 to 1250 Massachusetts AV Dorchester 02125,Dorchester,2125,,,7455
14 David G Mugar WY Boston 02114,Boston,2114,,,7456
35 Henshaw ST Brighton 02135,Brighton,2135,42.350036,-71.151269,7457
1764 Columbia RD South Boston 02127,South Boston,2127,42.330982,-71.031355,7458
21 Sylvester RD Dorchester 02122,Dorchester,2122,,,7459
19 Sylvester RD Dorchester 02122,Dorchester,2122,42.284353,-71.047717,7460
139 Marcella St Roxbury 02119,Roxbury,2119,,,7461
6 Ringgold ST Roxbury 02118,Roxbury,2118,42.343031,-71.069855,7462
139 Marcella St Roxbury 02119,Roxbury,2119,,,7463
80 Hamilton ST Dorchester 02125,Dorchester,2125,42.30801,-71.06912,7464
112 to 120 Savin Hill AV Dorchester 02125,Dorchester,2125,,,7465
1 to 1A State ST Boston 02108,Boston,2108,,,7466
77 Barry ST Dorchester 02125,Dorchester,2125,,,7467
153 to 155 Calumet ST Mission Hill 02120,Mission Hill,2120,,,7468
536 to 538 Commercial ST Boston 02109,Boston,2109,42.36807,-71.05589,7469
7 Judge ST Mission Hill 02120,Mission Hill,2120,,,7470
799 Columbia RD Dorchester 02125,Dorchester,2125,42.320275,-71.057062,7471
14 Murray CT East Boston 02128,East Boston,2128,42.367604,-71.037654,7472
19 Riverside SQ Hyde Park 02136,Hyde Park,2136,42.259362,-71.114575,7473
581R Cambridge ST Allston 02134,Allston,2134,,,7474
11 Averton ST Roslindale 02131,Roslindale,2131,42.281098,-71.134571,7475
4 Gloucester ST Boston 02115,Boston,2115,42.351398,-71.085468,7476
14 Lawnwood PL Charlestown 02129,Charlestown,2129,42.377255,-71.065494,7477
300 Harrison AVE Roxbury 02118,Roxbury,2118,42.345177,-71.06258,7478
6 Gloucester ST Boston 02115,Boston,2115,42.351315,-71.085446,7479
39 Hartwell ST Dorchester 02121,Dorchester,2121,42.3086,-71.08509,7480
23 Concord ST Charlestown 02129,Charlestown,2129,42.37774,-71.06067,7481
40 to 42 Lincoln ST Brighton 02135,Brighton,2135,42.358791,-71.145419,7482
469 E Fourth ST South Boston 02127,South Boston,2127,,,7483
233 W Third St South Boston 02127,South Boston,2127,,,7484
31 Maxfield ST West Roxbury 02132,West Roxbury,2132,42.2802,-71.15512,7485
326 Shawmut AVE Roxbury 02118,Roxbury,2118,42.341725,-71.07085,7486
30 to 50 Terminal ST Charlestown 02129,Charlestown,2129,,,7487
205 to 209 Humboldt AVE Dorchester 02121,Dorchester,2121,,,7488
28 Woodbine ST Roxbury 02119,Roxbury,2119,42.319256,-71.079737,7489
260 Bolton ST South Boston 02127,South Boston,2127,42.33774,-71.046102,7490
1815 to 1831 Dorchester AV Dorchester 02124,Dorchester,2124,,,7491
115 Stanwood ST Dorchester 02121,Dorchester,2121,42.307755,-71.082434,7492
31 Willers ST West Roxbury 02132,West Roxbury,2132,42.25975,-71.14975,7493
1337 to 1357 Washington ST Roxbury 02118,Roxbury,2118,,,7494
109 Stanwood ST Dorchester 02121,Dorchester,2121,42.307755,-71.082434,7495
100 Southampton ST Roxbury 02118,Roxbury,2118,,,7496
1882 to 1884 River ST Hyde Park 02136,Hyde Park,2136,42.242948,-71.142059,7497
18 Claremont PARK Roxbury 02118,Roxbury,2118,,,7498
168 to 170 Blue Hill AV Dorchester 02125,Dorchester,2125,,,7499
810 to 812 E Third ST South Boston 02127,South Boston,2127,,,7500
8 Banton ST Dorchester 02124,Dorchester,2124,42.287764,-71.072439,7501
44 Johnson ST West Roxbury 02132,West Roxbury,2132,42.27359,-71.16394,7502
16 Moreland ST Roxbury 02119,Roxbury,2119,42.32594,-71.08233,7503
160 W Brookline ST Roxbury 02118,Roxbury,2118,42.342379,-71.075966,7504
41 Waldeck ST Dorchester 02124,Dorchester,2124,42.29638,-71.066916,7505
4 NEPTUNE RD East Boston 02128,East Boston,2128,,,7506
28 Falcon ST East Boston 02128,East Boston,2128,,,7507
96 to 98 Brookline AVE Boston 02215,Boston,2215,,,7508
20 City SQ Charlestown 02129,Charlestown,2129,,,7509
50 Winton ST Roslindale 02131,Roslindale,2131,42.274286,-71.134031,7510
55 Shepton ST Dorchester 02124,Dorchester,2124,42.289821,-71.060626,7511
35 to 37 Saint Brendan RD Dorchester 02124,Dorchester,2124,42.28092,-71.05086,7512
53 Shepton ST Dorchester 02124,Dorchester,2124,42.28977,-71.06077,7513
89 Cedar ST Roxbury 02119,Roxbury,2119,42.326909,-71.092321,7514
42 to 44 Winton ST Roslindale 02131,Roslindale,2131,42.27508,-71.13328,7515
133 W Concord ST Roxbury 02118,Roxbury,2118,42.33973,-71.07677,7516
353 to 357 Adams ST Dorchester 02122,Dorchester,2122,,,7517
33 to 35 Bowdoin ST Boston 02114,Boston,2114,,,7518
2343 WASHINGTON ST Roxbury 02119,Roxbury,2119,,,7519
145 to 151 Ipswich ST Boston 02215,Boston,2215,,,7520
60 E Springfield ST Roxbury 02118,Roxbury,2118,42.335647,-71.074444,7521
153 Bowen ST South Boston 02127,South Boston,2127,,,7522
96 Grampian WAY Dorchester 02125,Dorchester,2125,42.311299,-71.047368,7523
725 William T Morrissey BL Dorchester 02122,Dorchester,2122,,,7524
27 to 27c Marcella ST Roxbury 02119,Roxbury,2119,,,7525
1301 to 1305 Boylston ST Boston 02215,Boston,2215,,,7526
3381 Washington ST Jamaica Plain 02130,Jamaica Plain,2130,42.308836,-71.105461,7527
27d to 27f Marcella ST Roxbury 02119,Roxbury,2119,,,7528
380 to 382 W Broadway South Boston 02127,South Boston,2127,,,7529
32 Williams ST Roxbury 02119,Roxbury,2119,,,7530
18 Follen ST Boston 02116,Boston,2116,42.345025,-71.079432,7531
1271 to 1275 Boylston ST Boston 02215,Boston,2215,42.345199,-71.096755,7532
80 Old Harbor ST South Boston 02127,South Boston,2127,42.33225,-71.04727,7533
26 Woodbine ST Roxbury 02119,Roxbury,2119,,,7534
522 to 530 River St Mattapan 02126,Mattapan,2126,,,7535
296 State ST Boston 02110,Boston,2110,,,7536
49 Montvale ST Roslindale 02131,Roslindale,2131,42.2845,-71.14448,7537
88 M ST South Boston 02127,South Boston,2127,42.335277,-71.033336,7538
777 E Sixth ST South Boston 02127,South Boston,2127,,,7539
175 Saint Botolph ST Boston 02115,Boston,2115,42.343258,-71.083153,7540
96 Hazleton ST Mattapan 02126,Mattapan,2126,,,7541
168 Newbury ST Boston 02116,Boston,2116,42.350355,-71.078743,7542
41 Bloomfield ST Dorchester 02124,Dorchester,2124,42.29945,-71.06774,7543
815 Gallivan BLVD Dorchester 02124,Dorchester,2124,,,7544
11 Montrose ST Roxbury 02119,Roxbury,2119,42.32334,-71.08145,7545
102 Harrishof ST Dorchester 02121,Dorchester,2121,,,7546
18 Rockwood TER Jamaica Plain 02130,Jamaica Plain,2130,42.3133,-71.12653,7547
9 to 11 Ward ST South Boston 02127,South Boston,2127,42.330047,-71.055244,7548
9 Webster AVE East Boston 02128,East Boston,2128,,,7549
2 Fensmere RD West Roxbury 02132,West Roxbury,2132,42.261048,-71.150857,7550
33 Monument SQ Charlestown 02129,Charlestown,2129,42.376417,-71.061851,7551
11 Webster AVE East Boston 02128,East Boston,2128,42.366523,-71.035401,7552
15 Webster AVE East Boston 02128,East Boston,2128,,,7553
1650 to 1654 Commonwealth AVE Brighton 02135,Brighton,2135,42.341875,-71.144123,7554
170 Amory ST Roxbury 02130,Roxbury,2130,42.317781,-71.101377,7555
49 Charles ST Boston 02114,Boston,2114,,,7556
458 Columbia RD Dorchester 02125,Dorchester,2125,42.31332,-71.068447,7557
728 E Third ST South Boston 02127,South Boston,2127,,,7558
11 Winfield ST South Boston 02127,South Boston,2127,42.331796,-71.042744,7559
24 to 26 Falcon ST East Boston 02128,East Boston,2128,42.38218,-71.03872,7560
361 Savin Hill AVE Dorchester 02125,Dorchester,2125,42.312768,-71.050516,7561
26 Dewey ST Dorchester 02125,Dorchester,2125,,,7562
24 to 26 Falcon ST East Boston 02128,East Boston,2128,42.38218,-71.03872,7563
12 Cordis ST Charlestown 02129,Charlestown,2129,42.37521,-71.06312,7564
271 Gold ST South Boston 02127,South Boston,2127,42.33509,-71.04808,7565
15 Commonwealth AVE Boston 02116,Boston,2116,,,7566
35 Farragut RD South Boston 02127,South Boston,2127,42.33711,-71.025452,7567
47 Dracut ST Dorchester 02124,Dorchester,2124,,,7568
557 to 559 Boylston ST Boston 02116,Boston,2116,,,7569
884 Adams ST Dorchester 02124,Dorchester,2124,42.281152,-71.058502,7570
14 to 20 Linden ST Allston 02134,Allston,2134,,,7571
64 to 66 Dickens ST Dorchester 02122,Dorchester,2122,42.297155,-71.057541,7572
14 to 20 Linden ST Allston 02134,Allston,2134,,,7573
49 Leyden ST East Boston 02128,East Boston,2128,42.389899,-71.010546,7574
59 Boardman ST East Boston 02128,East Boston,2128,,,7575
49 Leyden ST East Boston 02128,East Boston,2128,42.389899,-71.010546,7576
14 to 20 Linden ST Allston 02134,Allston,2134,,,7577
20 Reed ST Roxbury 02118,Roxbury,2118,,,7578
369 Silver ST South Boston 02127,South Boston,2127,42.33486,-71.045219,7579
118 Melville AVE Dorchester 02124,Dorchester,2124,42.296018,-71.06228,7580
23 Riverside SQ Hyde Park 02136,Hyde Park,2136,42.259924,-71.114442,7581
181 M ST South Boston 02127,South Boston,2127,42.33161,-71.033464,7582
402 Centre ST Dorchester 02122,Dorchester,2122,42.29528,-71.05664,7583
59 Savin Hill AV Dorchester 02125,Dorchester,2125,,,7584
726 E Third ST South Boston 02127,South Boston,2127,,,7585
99 Summer ST Boston 02110,Boston,2110,,,7586
1863R River ST Hyde Park 02136,Hyde Park,2136,,,7587
802 E Third ST South Boston 02127,South Boston,2127,,,7588
126 Union Park ST Roxbury 02118,Roxbury,2118,42.33988,-71.06528,7589
126 Union Park ST Roxbury 02118,Roxbury,2118,42.33988,-71.06528,7590
29 Arborview RD Jamaica Plain 02130,Jamaica Plain,2130,42.303253,-71.131924,7591
1863 River ST Hyde Park 02136,Hyde Park,2136,42.243522,-71.14134,7592
49 River ST Mattapan 02126,Mattapan,2126,,,7593
53 to 53A River ST Mattapan 02126,Mattapan,2126,,,7594
51 to 51A River ST Mattapan 02126,Mattapan,2126,,,7595
53B to 53C River ST Mattapan 02126,Mattapan,2126,,,7596
6 Temple ST Mattapan 02126,Mattapan,2126,42.272353,-71.072404,7597
30 Polk ST Charlestown 02129,Charlestown,2129,42.379588,-71.061156,7598
605 Tremont ST Roxbury 02118,Roxbury,2118,42.343161,-71.073669,7599
605 Tremont ST Roxbury 02118,Roxbury,2118,42.343161,-71.073669,7600
16hf Polk ST Charlestown 02129,Charlestown,2129,,,7601
2 to 20 Fairmount AVE Hyde Park 02136,Hyde Park,2136,,,7602
10 to 18 Bowdoin ST Dorchester 02121,Dorchester,2121,,,7603
100 to 104 Bowdoin AVE Dorchester 02121,Dorchester,2121,,,7604
2 Michelangelo ST Boston 02113,Boston,2113,42.367002,-71.054737,7605
109 to 117A Blue Hill AVE Roxbury 02119,Roxbury,2119,,,7606
3 Bay State PL South Boston 02127,South Boston,2127,42.337817,-71.038134,7607
18 Carpenter ST South Boston 02127,South Boston,2127,,,7608
15 Sparhawk ST Brighton 02135,Brighton,2135,42.35106,-71.1496,7609
24 to 26 Whitridge ST Dorchester 02124,Dorchester,2124,42.28061,-71.05043,7610
12 Mallard AVE Dorchester 02124,Dorchester,2124,42.290967,-71.076497,7611
197 Marlborough ST Boston 02116,Boston,2116,42.352558,-71.080714,7612
15R Sparhawk ST Brighton 02135,Brighton,2135,,,7613
12 Mallard AVE Dorchester 02124,Dorchester,2124,42.290967,-71.076497,7614
30 Mount Vernon ST Charlestown 02129,Charlestown,2129,42.375,-71.058542,7615
43 to 45 Winter ST Boston 02108,Boston,2108,42.356162,-71.061702,7616
51 W Seventh ST South Boston 02127,South Boston,2127,,,7617
55 to 59 Causeway ST Boston 02114,Boston,2114,,,7618
1210 Morton ST Dorchester 02124,Dorchester,2124,,,7619
30 Mount Vernon ST Charlestown 02129,Charlestown,2129,42.375,-71.058542,7620
442 to 444 W Second ST South Boston 02127,South Boston,2127,,,7621
43 to 45 Winter ST Boston 02108,Boston,2108,42.356162,-71.061702,7622
8 W Bellflower ST Dorchester 02125,Dorchester,2125,42.324739,-71.059949,7623
64 G ST South Boston 02127,South Boston,2127,42.333911,-71.043975,7624
92 to 96 Salem ST Boston 02113,Boston,2113,,,7625
51 Silver ST South Boston 02127,South Boston,2127,42.3347,-71.044273,7626
92 to 96 Salem ST Boston 02113,Boston,2113,,,7627
21 Carruth ST Dorchester 02124,Dorchester,2124,42.28508,-71.06175,7628
29 Whiting ST Roxbury 02119,Roxbury,2119,42.324081,-71.081194,7629
68 Robert ST Roslindale 02131,Roslindale,2131,42.28788,-71.1337,7630
11 to 13 Granite AVE Dorchester 02124,Dorchester,2124,,,7631
15 Priscilla RD Brighton 02135,Brighton,2135,42.344713,-71.152195,7632
39 Kimball ST Dorchester 02122,Dorchester,2122,42.30462,-71.057572,7633
37 Kimball ST Dorchester 02122,Dorchester,2122,42.304576,-71.057668,7634
44 Orchardfield ST Dorchester 02122,Dorchester,2122,42.304467,-71.057695,7635
69 Dix ST Dorchester 02122,Dorchester,2122,42.295624,-71.058386,7636
429 to 429A Columbus AVE Boston 02116,Boston,2116,,,7637
13 to 17 Blue Hill AVE Roxbury 02119,Roxbury,2119,,,7638
175R K ST South Boston 02127,South Boston,2127,,,7639
429 to 429A Columbus AVE Boston 02116,Boston,2116,,,7640
425 Lagrange ST West Roxbury 02132,West Roxbury,2132,,,7641
99 Maxwell ST Dorchester 02124,Dorchester,2124,,,7642
425 Lagrange ST West Roxbury 02132,West Roxbury,2132,,,7643
1271 Boylston ST Boston 02215,Boston,2215,42.345199,-71.096755,7644
11 to 21 W Broadway South Boston 02127,South Boston,2127,,,7645
425 Lagrange ST West Roxbury 02132,West Roxbury,2132,,,7646
373 to 391 Cambridge ST Allston 02134,Allston,2134,,,7647
312 Sumner ST East Boston 02128,East Boston,2128,42.367608,-71.036244,7648
61 Stratton ST Dorchester 02124,Dorchester,2124,42.289141,-71.086823,7649
509 to 511 E Third ST South Boston 02127,South Boston,2127,,,7650
51 to 51D Coffey ST Dorchester 02122,Dorchester,2122,,,7651
49 to 49B Coffey ST Dorchester 02122,Dorchester,2122,,,7652
55 Coffey ST Dorchester 02122,Dorchester,2122,,,7653
47 to 47A Chappie ST Charlestown 02129,Charlestown,2129,,,7654
49 Chappie ST Charlestown 02129,Charlestown,2129,42.38318,-71.06833,7655
195 Hampden ST Roxbury 02119,Roxbury,2119,,,7656
175 K ST South Boston 02127,South Boston,2127,42.33694,-71.03761,7657
215 to 239 Charles ST Boston 02114,Boston,2114,,,7658
217 D ST South Boston 02127,South Boston,2127,42.334811,-71.04417,7659
60 N ST South Boston 02127,South Boston,2127,42.336407,-71.031099,7660
521 Shawmut AVE Roxbury 02118,Roxbury,2118,42.337765,-71.077757,7661
165 Bowen St South Boston 02127,South Boston,2127,42.336696,-71.052247,7662
165 Bowen St South Boston 02127,South Boston,2127,42.336696,-71.052247,7663
165 Bowen St South Boston 02127,South Boston,2127,42.336696,-71.052247,7664
20 Sussex ST Mission Hill 02120,Mission Hill,2120,,,7665
20 Sussex ST Mission Hill 02120,Mission Hill,2120,,,7666
244 Marlborough ST Boston 02116,Boston,2116,,,7667
521 Shawmut AVE Roxbury 02118,Roxbury,2118,42.337765,-71.077757,7668
755 Boylston ST Boston 02116,Boston,2116,42.34932,-71.081098,7669
136 to 140 Shawmut AV Roxbury 02118,Roxbury,2118,,,7670
59 Marcella ST Roxbury 02119,Roxbury,2119,42.32289,-71.09515,7671
47 to 49 Alicia RD Dorchester 02124,Dorchester,2124,42.28115,-71.06852,7672
633R E Second ST South Boston 02127,South Boston,2127,,,7673
168 Walter ST Roslindale 02131,Roslindale,2131,,,7674
181 to 185 Devonshire ST Boston 02110,Boston,2110,,,7675
